Truth,Time,Substream_ID,Value0,Value1,Value2,Value3,Critical
A,753,0,Male,25,172,blonde,False
B,754,0,Male,38,206,brown,False
A,755,0,Male,24,170,blonde,False
C,756,0,Male,44,164,brown,False
D,757,0,Male,75,173,brown,True
B,758,0,Male,36,214,blonde,False
A,759,0,Male,19,173,brown,False
B,760,0,Male,43,202,blonde,False
A,761,0,Male,19,168,brown,False
B,762,0,Male,44,200,blonde,False
A,763,0,Male,18,170,brown,False
B,764,0,Male,41,208,blonde,False
A,765,0,Male,16,165,blonde,False
B,766,0,Male,45,209,blonde,False
C,767,0,Male,38,162,brown,False
D,768,0,Male,76,167,brown,True
D,769,0,Male,68,165,blonde,True
B,770,0,Male,32,219,brown,False
A,771,0,Male,21,171,brown,False
C,772,0,Male,35,160,blonde,False
D,773,0,Male,70,180,blonde,True
B,774,0,Male,41,218,brown,False
A,775,0,Male,25,172,blonde,False
B,776,0,Male,32,213,blonde,False
A,777,0,Male,18,167,brown,False
B,778,0,Male,36,210,blonde,False
C,779,0,Male,43,155,brown,False
D,780,0,Male,69,175,brown,True
B,781,0,Male,39,215,brown,False
A,782,0,Male,20,167,brown,False
B,783,0,Male,44,205,blonde,False
C,784,0,Male,40,159,brown,False
D,785,0,Male,79,178,blonde,True
D,786,0,Male,78,169,blonde,True
B,787,0,Male,41,203,blonde,False
C,788,0,Male,43,162,brown,False
D,789,0,Male,68,178,brown,True
D,790,0,Male,73,168,brown,True
D,791,0,Male,67,165,blonde,True
D,792,0,Male,65,169,blonde,True
B,793,0,Male,38,212,brown,False
C,794,0,Male,32,160,blonde,False
D,795,0,Male,67,177,blonde,True
D,796,0,Male,66,171,brown,True
B,797,0,Male,32,201,brown,False
A,798,0,Male,18,174,brown,False
B,799,0,Male,38,217,blonde,False
C,800,0,Male,43,162,blonde,False
D,801,0,Male,69,171,blonde,True
D,802,0,Male,67,180,brown,True
B,803,0,Male,36,208,blonde,False
C,804,0,Male,38,155,blonde,False
D,805,0,Male,67,165,brown,True
B,806,0,Male,34,204,blonde,False
C,807,0,Male,33,160,blonde,False
D,808,0,Male,75,169,brown,True
B,809,0,Male,41,202,blonde,False
C,810,0,Male,37,158,brown,False
D,811,0,Male,79,175,brown,True
B,812,0,Male,39,217,blonde,False
A,813,0,Male,17,175,brown,False
B,814,0,Male,38,212,brown,False
A,815,0,Male,24,178,blonde,False
B,816,0,Male,35,204,brown,False
C,817,0,Male,45,163,brown,False
D,818,0,Male,69,167,blonde,True
B,819,0,Male,34,201,brown,False
A,820,0,Male,25,168,blonde,False
B,821,0,Male,40,208,brown,False
A,822,0,Male,21,180,brown,False
B,823,0,Male,41,210,brown,False
C,824,0,Male,40,160,blonde,False
A,825,0,Male,24,166,brown,False
C,826,0,Male,44,160,brown,False
D,827,0,Male,65,172,blonde,True
B,828,0,Male,39,203,brown,False
C,829,0,Male,38,164,blonde,False
D,830,0,Male,65,168,blonde,True
B,831,0,Male,41,211,blonde,False
A,832,0,Male,21,170,brown,False
B,833,0,Male,36,215,brown,False
A,834,0,Male,22,165,blonde,False
C,835,0,Male,42,162,brown,False
D,836,0,Male,70,166,brown,True
B,837,0,Male,40,205,brown,False
A,838,0,Male,20,180,blonde,False
B,839,0,Male,32,214,blonde,False
A,840,0,Male,25,179,brown,False
B,841,0,Male,41,210,brown,False
C,842,0,Male,41,157,brown,False
D,843,0,Male,77,172,brown,True
D,844,0,Male,77,174,blonde,True
B,845,0,Male,35,208,blonde,False
C,846,0,Male,40,164,brown,False
D,847,0,Male,79,172,brown,True
B,848,0,Male,41,220,blonde,False
A,849,0,Male,21,172,blonde,False
B,850,0,Male,45,208,blonde,False
A,851,0,Male,24,168,brown,False
C,852,0,Male,39,158,blonde,False
D,853,0,Male,76,172,blonde,True
B,854,0,Male,40,215,blonde,False
A,855,0,Male,20,177,brown,False
B,856,0,Male,40,206,brown,False
A,857,0,Male,22,175,blonde,False
B,858,0,Male,32,206,blonde,False
A,859,0,Male,25,170,brown,False
B,860,0,Male,33,208,brown,False
A,861,0,Male,23,178,brown,False
B,862,0,Male,45,212,blonde,False
C,863,0,Male,45,156,blonde,False
D,864,0,Male,75,170,brown,True
B,865,0,Male,41,217,brown,False
C,866,0,Male,36,163,brown,False
A,867,0,Male,23,176,blonde,False
C,868,0,Male,42,156,blonde,False
D,869,0,Male,67,165,brown,True
B,870,0,Male,43,219,blonde,False
A,871,0,Male,25,172,blonde,False
B,872,0,Male,32,203,brown,False
A,873,0,Male,17,177,blonde,False
C,874,0,Male,44,164,blonde,False
D,875,0,Male,73,174,blonde,True
B,876,0,Male,34,218,blonde,False
C,877,0,Male,34,157,blonde,False
D,878,0,Male,73,180,brown,True
D,879,0,Male,69,173,blonde,True
D,880,0,Male,67,169,brown,True
D,881,0,Male,70,171,blonde,True
B,882,0,Male,37,217,brown,False
A,883,0,Male,18,173,blonde,False
B,884,0,Male,43,219,brown,False
A,885,0,Male,25,172,blonde,False
B,886,0,Male,34,206,blonde,False
A,887,0,Male,22,169,blonde,False
C,888,0,Male,39,163,blonde,False
D,889,0,Male,75,172,blonde,True
D,890,0,Male,79,175,brown,True
B,891,0,Male,35,220,brown,False
C,892,0,Male,42,158,blonde,False
D,893,0,Male,76,180,brown,True
B,894,0,Male,37,217,brown,False
C,895,0,Male,35,159,brown,False
D,896,0,Male,67,170,brown,True
D,897,0,Male,68,168,blonde,True
D,898,0,Male,79,169,brown,True
B,899,0,Male,36,217,blonde,False
C,900,0,Male,44,157,blonde,False
D,901,0,Male,73,179,brown,True
B,902,0,Male,38,216,blonde,False
C,903,0,Male,37,161,brown,False
A,904,0,Male,24,169,blonde,False
B,905,0,Male,42,201,brown,False
A,906,0,Male,25,179,brown,False
B,907,0,Male,35,214,blonde,False
A,908,0,Male,22,167,blonde,False
C,909,0,Male,40,161,blonde,False
D,910,0,Male,79,170,blonde,True
B,911,0,Male,35,207,blonde,False
A,912,0,Male,17,177,brown,False
B,913,0,Male,33,217,blonde,False
A,914,0,Male,24,171,blonde,False
B,915,0,Male,39,202,blonde,False
A,916,0,Male,17,169,blonde,False
B,917,0,Male,40,218,brown,False
C,918,0,Male,41,161,brown,False
D,919,0,Male,80,165,brown,True
B,920,0,Male,37,206,blonde,False
A,921,0,Male,19,179,blonde,False
B,922,0,Male,40,206,blonde,False
A,923,0,Male,18,172,brown,False
B,924,0,Male,39,202,brown,False
A,925,0,Male,20,177,brown,False
B,926,0,Male,43,209,blonde,False
A,927,0,Male,25,168,brown,False
C,928,0,Male,37,164,blonde,False
D,929,0,Male,72,169,brown,True
B,930,0,Male,35,200,brown,False
C,931,0,Male,36,157,brown,False
D,932,0,Male,69,168,brown,True
B,933,0,Male,37,202,brown,False
A,934,0,Male,19,171,brown,False
B,935,0,Male,40,213,brown,False
A,936,0,Male,22,166,blonde,False
C,937,0,Male,39,156,brown,False
D,938,0,Male,69,171,brown,True
B,939,0,Male,37,204,blonde,False
C,940,0,Male,41,161,brown,False
D,941,0,Male,71,168,blonde,True
B,942,0,Male,34,214,brown,False
C,943,0,Male,34,155,brown,False
D,944,0,Male,80,167,brown,True
B,945,0,Male,42,203,blonde,False
A,946,0,Male,23,172,blonde,False
B,947,0,Male,32,218,blonde,False
A,948,0,Male,23,173,brown,False
B,949,0,Male,43,217,brown,False
A,950,0,Male,18,172,blonde,False
B,951,0,Male,42,218,blonde,False
A,952,0,Male,23,172,blonde,False
B,953,0,Male,35,204,blonde,False
A,954,0,Male,18,170,blonde,False
B,955,0,Male,33,208,blonde,False
A,956,0,Male,20,179,brown,False
B,957,0,Male,41,213,blonde,False
C,958,0,Male,43,156,blonde,False
D,959,0,Male,79,166,brown,True
B,960,0,Male,37,208,brown,False
A,961,0,Male,22,165,brown,False
C,962,0,Male,42,158,blonde,False
D,963,0,Male,67,169,blonde,True
D,964,0,Male,71,179,brown,True
B,965,0,Male,45,200,brown,False
C,966,0,Male,38,164,blonde,False
D,967,0,Male,75,177,blonde,True
D,968,0,Male,74,168,brown,True
B,969,0,Male,42,220,brown,False
C,970,0,Male,35,159,brown,False
D,971,0,Male,67,176,blonde,True
D,972,0,Male,79,165,brown,True
B,973,0,Male,42,214,blonde,False
C,974,0,Male,42,159,brown,False
D,975,0,Male,79,171,blonde,True
D,976,0,Male,65,173,blonde,True
B,977,0,Male,45,212,brown,False
A,978,0,Male,19,180,brown,False
B,979,0,Male,36,216,brown,False
C,980,0,Male,34,164,brown,False
D,981,0,Male,73,170,blonde,True
B,982,0,Male,35,210,brown,False
A,983,0,Male,17,165,brown,False
C,984,0,Male,36,160,blonde,False
D,985,0,Male,75,178,blonde,True
B,986,0,Male,42,203,blonde,False
C,987,0,Male,37,162,brown,False
D,988,0,Male,70,176,brown,True
D,989,0,Male,78,178,brown,True
B,990,0,Male,41,203,blonde,False
A,991,0,Male,24,179,blonde,False
B,992,0,Male,33,200,brown,False
C,993,0,Male,42,162,blonde,False
D,994,0,Male,77,168,brown,True
D,995,0,Male,66,174,blonde,True
D,996,0,Male,74,173,blonde,True
B,997,0,Male,40,210,blonde,False
A,998,0,Male,18,165,blonde,False
B,999,0,Male,37,210,brown,False
A,1000,0,Male,19,172,brown,False
B,1001,0,Male,42,218,brown,False
C,1002,0,Male,36,163,blonde,False
D,1003,0,Male,79,177,blonde,True
B,1004,0,Male,33,200,blonde,False
A,1005,0,Male,21,171,brown,False
B,1006,0,Male,40,203,brown,False
C,1007,0,Male,33,156,brown,False
D,1008,0,Male,66,172,blonde,True
D,1009,0,Male,70,179,blonde,True
D,1010,0,Male,70,179,brown,True
B,1011,0,Male,45,205,brown,False
A,1012,0,Male,25,165,brown,False
B,1013,0,Male,32,203,blonde,False
C,1014,0,Male,36,156,brown,False
D,1015,0,Male,71,173,brown,True
D,1016,0,Male,72,179,brown,True
B,1017,0,Male,34,213,blonde,False
A,1018,0,Male,25,178,blonde,False
B,1019,0,Male,36,211,brown,False
C,1020,0,Male,39,162,brown,False
A,1021,0,Male,21,173,blonde,False
B,1022,0,Male,34,207,brown,False
A,1023,0,Male,21,165,brown,False
B,1024,0,Male,39,219,brown,False
C,1025,0,Male,42,158,blonde,False
A,1026,0,Male,17,179,blonde,False
B,1027,0,Male,35,212,brown,False
C,1028,0,Male,40,157,blonde,False
D,1029,0,Male,80,178,brown,True
B,1030,0,Male,44,214,brown,False
C,1031,0,Male,32,158,blonde,False
D,1032,0,Male,67,180,blonde,True
B,1033,0,Male,42,202,brown,False
C,1034,0,Male,41,159,blonde,False
D,1035,0,Male,67,178,blonde,True
B,1036,0,Male,40,215,brown,False
C,1037,0,Male,43,155,blonde,False
D,1038,0,Male,74,178,brown,True
B,1039,0,Male,43,216,brown,False
A,1040,0,Male,17,166,blonde,False
C,1041,0,Male,37,161,brown,False
D,1042,0,Male,77,172,brown,True
D,1043,0,Male,80,177,blonde,True
B,1044,0,Male,42,213,brown,False
C,1045,0,Male,42,162,blonde,False
D,1046,0,Male,77,178,brown,True
D,1047,0,Male,74,180,brown,True
B,1048,0,Male,36,213,blonde,False
C,1049,0,Male,37,155,brown,False
D,1050,0,Male,79,179,brown,True
B,1051,0,Male,33,207,brown,False
A,1052,0,Male,19,177,blonde,False
B,1053,0,Male,41,210,blonde,False
A,1054,0,Male,18,180,blonde,False
B,1055,0,Male,44,203,blonde,False
C,1056,0,Male,41,155,blonde,False
D,1057,0,Male,70,165,brown,True
B,1058,0,Male,42,213,blonde,False
A,1059,0,Male,20,177,brown,False
B,1060,0,Male,36,217,blonde,False
C,1061,0,Male,34,162,blonde,False
D,1062,0,Male,68,168,brown,True
B,1063,0,Male,45,209,brown,False
A,1064,0,Male,20,177,blonde,False
B,1065,0,Male,41,208,brown,False
A,1066,0,Male,23,167,blonde,False
B,1067,0,Male,44,220,brown,False
C,1068,0,Male,35,162,brown,False
D,1069,0,Male,71,177,blonde,True
B,1070,0,Male,38,201,blonde,False
A,1071,0,Male,17,176,blonde,False
B,1072,0,Male,36,209,blonde,False
A,1073,0,Male,16,166,blonde,False
B,1074,0,Male,34,219,blonde,False
A,1075,0,Male,23,167,blonde,False
B,1076,0,Male,32,217,blonde,False
A,1077,0,Male,17,167,blonde,False
C,1078,0,Male,41,156,blonde,False
D,1079,0,Male,68,180,brown,True
B,1080,0,Male,33,203,brown,False
A,1081,0,Male,23,170,blonde,False
B,1082,0,Male,34,211,brown,False
A,1083,0,Male,24,169,blonde,False
B,1084,0,Male,42,216,blonde,False
A,1085,0,Male,24,172,blonde,False
B,1086,0,Male,43,212,brown,False
A,1087,0,Male,24,175,brown,False
B,1088,0,Male,36,207,blonde,False
C,1089,0,Male,34,164,brown,False
D,1090,0,Male,76,174,brown,True
B,1091,0,Male,40,211,blonde,False
C,1092,0,Male,32,155,blonde,False
D,1093,0,Male,73,171,blonde,True
B,1094,0,Male,34,203,brown,False
A,1095,0,Male,23,169,brown,False
B,1096,0,Male,36,204,blonde,False
A,1097,0,Male,18,176,brown,False
B,1098,0,Male,35,220,blonde,False
A,1099,0,Male,24,180,blonde,False
C,1100,0,Male,42,159,brown,False
D,1101,0,Male,71,168,blonde,True
B,1102,0,Male,37,212,blonde,False
C,1103,0,Male,36,161,brown,False
D,1104,0,Male,66,175,blonde,True
B,1105,0,Male,38,201,brown,False
C,1106,0,Male,40,159,blonde,False
D,1107,0,Male,73,166,brown,True
B,1108,0,Male,43,202,brown,False
C,1109,0,Male,42,161,blonde,False
D,1110,0,Male,73,172,blonde,True
B,1111,0,Male,36,211,blonde,False
A,1112,0,Male,18,180,blonde,False
B,1113,0,Male,45,218,blonde,False
A,1114,0,Male,22,174,blonde,False
B,1115,0,Male,36,200,blonde,False
C,1116,0,Male,44,164,blonde,False
D,1117,0,Male,75,170,brown,True
B,1118,0,Male,35,218,blonde,False
C,1119,0,Male,32,163,blonde,False
D,1120,0,Male,79,179,brown,True
B,1121,0,Male,45,211,brown,False
C,1122,0,Male,33,155,brown,False
D,1123,0,Male,76,170,brown,True
D,1124,0,Male,72,177,blonde,True
B,1125,0,Male,42,206,brown,False
A,1126,0,Male,22,177,blonde,False
C,1127,0,Male,34,161,brown,False
D,1128,0,Male,79,171,brown,True
D,1129,0,Male,67,170,blonde,True
B,1130,0,Male,36,205,blonde,False
A,1131,0,Male,18,173,blonde,False
B,1132,0,Male,38,208,brown,False
A,1133,0,Male,21,178,brown,False
B,1134,0,Male,39,203,brown,False
C,1135,0,Male,41,160,brown,False
D,1136,0,Male,73,174,brown,True
B,1137,0,Male,41,216,blonde,False
A,1138,0,Male,23,171,brown,False
B,1139,0,Male,36,220,brown,False
A,1140,0,Male,16,165,brown,False
B,1141,0,Male,40,202,brown,False
A,1142,0,Male,16,165,brown,False
B,1143,0,Male,42,212,brown,False
A,1144,0,Male,24,180,brown,False
B,1145,0,Male,40,215,blonde,False
C,1146,0,Male,44,164,blonde,False
D,1147,0,Male,76,171,brown,True
D,1148,0,Male,78,167,blonde,True
B,1149,0,Male,33,205,brown,False
A,1150,0,Male,18,180,brown,False
B,1151,0,Male,45,214,blonde,False
A,1152,0,Male,23,173,brown,False
B,1153,0,Male,37,216,blonde,False
A,1154,0,Male,16,176,brown,False
B,1155,0,Male,38,217,blonde,False
A,1156,0,Male,20,169,blonde,False
C,1157,0,Male,34,156,brown,False
D,1158,0,Male,71,166,blonde,True
B,1159,0,Male,39,215,blonde,False
C,1160,0,Male,41,163,blonde,False
D,1161,0,Male,69,179,blonde,True
D,1162,0,Male,73,167,brown,True
B,1163,0,Male,37,204,brown,False
A,1164,0,Male,21,166,brown,False
B,1165,0,Male,33,203,blonde,False
C,1166,0,Male,36,159,brown,False
D,1167,0,Male,70,165,brown,True
B,1168,0,Male,38,212,blonde,False
C,1169,0,Male,33,161,brown,False
D,1170,0,Male,80,178,brown,True
B,1171,0,Male,38,204,brown,False
A,1172,0,Male,19,178,blonde,False
B,1173,0,Male,36,202,blonde,False
C,1174,0,Male,39,160,brown,False
A,1175,0,Male,20,179,brown,False
B,1176,0,Male,35,205,brown,False
C,1177,0,Male,34,160,blonde,False
D,1178,0,Male,80,169,blonde,True
D,1179,0,Male,79,175,blonde,True
B,1180,0,Male,33,210,blonde,False
A,1181,0,Male,20,176,blonde,False
B,1182,0,Male,33,212,brown,False
A,1183,0,Male,21,174,brown,False
B,1184,0,Male,45,200,blonde,False
C,1185,0,Male,42,159,blonde,False
D,1186,0,Male,70,170,brown,True
D,1187,0,Male,72,167,brown,True
B,1188,0,Male,43,203,blonde,False
A,1189,0,Male,22,167,brown,False
B,1190,0,Male,39,215,blonde,False
A,1191,0,Male,18,166,blonde,False
B,1192,0,Male,34,220,blonde,False
C,1193,0,Male,45,161,blonde,False
D,1194,0,Male,74,167,blonde,True
B,1195,0,Male,35,209,brown,False
A,1196,0,Male,18,179,brown,False
B,1197,0,Male,44,210,blonde,False
C,1198,0,Male,42,161,brown,False
D,1199,0,Male,70,170,blonde,True
B,1200,0,Male,35,220,brown,False
A,1201,0,Male,23,167,brown,False
B,1202,0,Male,40,213,brown,False
A,1203,0,Male,23,166,blonde,False
B,1204,0,Male,37,205,brown,False
C,1205,0,Male,35,158,blonde,False
D,1206,0,Male,69,179,brown,True
B,1207,0,Male,33,211,blonde,False
C,1208,0,Male,33,160,blonde,False
D,1209,0,Male,71,172,brown,True
B,1210,0,Male,42,215,brown,False
A,1211,0,Male,25,180,brown,False
B,1212,0,Male,44,209,blonde,False
A,1213,0,Male,25,170,brown,False
B,1214,0,Male,35,216,blonde,False
A,1215,0,Male,20,179,blonde,False
C,1216,0,Male,33,155,brown,False
D,1217,0,Male,77,178,brown,True
D,1218,0,Male,75,172,brown,True
B,1219,0,Male,39,204,blonde,False
A,1220,0,Male,23,169,blonde,False
B,1221,0,Male,33,217,blonde,False
A,1222,0,Male,18,168,blonde,False
B,1223,0,Male,37,209,blonde,False
A,1224,0,Male,17,166,blonde,False
C,1225,0,Male,43,157,brown,False
D,1226,0,Male,77,176,brown,True
B,1227,0,Male,35,212,blonde,False
A,1228,0,Male,25,172,blonde,False
B,1229,0,Male,39,200,brown,False
A,1230,0,Male,18,171,blonde,False
B,1231,0,Male,41,220,blonde,False
A,1232,0,Male,21,173,brown,False
B,1233,0,Male,44,214,brown,False
C,1234,0,Male,40,161,brown,False
D,1235,0,Male,75,173,brown,True
B,1236,0,Male,39,217,brown,False
A,1237,0,Male,22,175,brown,False
B,1238,0,Male,44,208,blonde,False
C,1239,0,Male,35,162,brown,False
D,1240,0,Male,77,178,blonde,True
B,1241,0,Male,34,215,blonde,False
A,1242,0,Male,18,171,blonde,False
B,1243,0,Male,45,208,blonde,False
A,1244,0,Male,25,170,brown,False
B,1245,0,Male,33,215,blonde,False
C,1246,0,Male,38,157,blonde,False
D,1247,0,Male,66,166,blonde,True
B,1248,0,Male,44,203,blonde,False
A,1249,0,Male,18,171,brown,False
B,1250,0,Male,37,203,blonde,False
C,1251,0,Male,38,162,blonde,False
D,1252,0,Male,75,171,blonde,True
B,1253,0,Male,44,219,brown,False
C,1254,0,Male,41,159,blonde,False
D,1255,0,Male,69,178,blonde,True
B,1256,0,Male,43,206,blonde,False
A,1257,0,Male,18,173,brown,False
B,1258,0,Male,44,210,blonde,False
A,1259,0,Male,23,175,blonde,False
B,1260,0,Male,44,202,brown,False
C,1261,0,Male,32,155,blonde,False
D,1262,0,Male,75,178,blonde,True
B,1263,0,Male,44,210,brown,False
C,1264,0,Male,41,156,brown,False
A,1265,0,Male,17,180,brown,False
B,1266,0,Male,36,207,brown,False
A,1267,0,Male,16,176,brown,False
B,1268,0,Male,34,202,brown,False
A,1269,0,Male,23,165,blonde,False
C,1270,0,Male,45,157,brown,False
D,1271,0,Male,79,167,brown,True
D,1272,0,Male,73,179,brown,True
B,1273,0,Male,32,212,blonde,False
A,1274,0,Male,23,168,blonde,False
B,1275,0,Male,44,209,brown,False
A,1276,0,Male,20,169,brown,False
B,1277,0,Male,44,214,blonde,False
A,1278,0,Male,25,175,blonde,False
B,1279,0,Male,38,200,brown,False
C,1280,0,Male,45,157,blonde,False
D,1281,0,Male,67,178,brown,True
B,1282,0,Male,45,217,blonde,False
C,1283,0,Male,38,160,blonde,False
D,1284,0,Male,76,170,blonde,True
B,1285,0,Male,33,207,blonde,False
A,1286,0,Male,19,180,blonde,False
C,1287,0,Male,32,161,brown,False
A,1288,0,Male,20,176,brown,False
C,1289,0,Male,39,163,blonde,False
D,1290,0,Male,74,179,brown,True
D,1291,0,Male,72,180,blonde,True
D,1292,0,Male,77,175,blonde,True
D,1293,0,Male,76,174,blonde,True
B,1294,0,Male,34,208,blonde,False
A,1295,0,Male,17,176,brown,False
B,1296,0,Male,34,209,brown,False
A,1297,0,Male,25,170,brown,False
B,1298,0,Male,32,202,blonde,False
C,1299,0,Male,38,161,blonde,False
D,1300,0,Male,67,172,blonde,True
B,1301,0,Male,35,210,brown,False
A,1302,0,Male,24,168,blonde,False
B,1303,0,Male,44,205,blonde,False
A,1304,0,Male,23,173,blonde,False
B,1305,0,Male,40,201,brown,False
A,1306,0,Male,17,165,blonde,False
B,1307,0,Male,41,206,blonde,False
A,1308,0,Male,23,171,brown,False
B,1309,0,Male,41,218,blonde,False
A,1310,0,Male,18,176,blonde,False
B,1311,0,Male,41,210,brown,False
A,1312,0,Male,24,172,brown,False
B,1313,0,Male,32,218,brown,False
A,1314,0,Male,21,167,brown,False
B,1315,0,Male,36,211,blonde,False
C,1316,0,Male,36,164,blonde,False
D,1317,0,Male,76,166,blonde,True
D,1318,0,Male,77,165,brown,True
B,1319,0,Male,35,213,brown,False
C,1320,0,Male,36,155,blonde,False
D,1321,0,Male,79,167,blonde,True
B,1322,0,Male,42,201,blonde,False
C,1323,0,Male,34,161,brown,False
D,1324,0,Male,70,172,blonde,True
B,1325,0,Male,32,201,brown,False
A,1326,0,Male,22,174,blonde,False
C,1327,0,Male,45,161,blonde,False
D,1328,0,Male,75,178,blonde,True
B,1329,0,Male,40,211,blonde,False
A,1330,0,Male,16,178,brown,False
B,1331,0,Male,40,220,blonde,False
A,1332,0,Male,19,175,brown,False
C,1333,0,Male,43,157,blonde,False
D,1334,0,Male,71,166,blonde,True
B,1335,0,Male,33,209,brown,False
A,1336,0,Male,21,174,blonde,False
B,1337,0,Male,34,218,brown,False
A,1338,0,Male,20,166,brown,False
B,1339,0,Male,44,203,brown,False
A,1340,0,Male,18,177,blonde,False
B,1341,0,Male,38,212,blonde,False
C,1342,0,Male,40,162,brown,False
D,1343,0,Male,66,172,blonde,True
B,1344,0,Male,40,212,brown,False
C,1345,0,Male,35,164,blonde,False
D,1346,0,Male,68,169,blonde,True
D,1347,0,Male,74,165,brown,True
B,1348,0,Male,33,204,blonde,False
A,1349,0,Male,24,178,brown,False
C,1350,0,Male,32,160,blonde,False
D,1351,0,Male,66,171,brown,True
B,1352,0,Male,42,219,brown,False
A,1353,0,Male,22,166,blonde,False
B,1354,0,Male,41,208,blonde,False
A,1355,0,Male,21,168,brown,False
B,1356,0,Male,39,211,brown,False
C,1357,0,Male,32,159,blonde,False
D,1358,0,Male,76,174,blonde,True
B,1359,0,Male,37,207,blonde,False
A,1360,0,Male,19,171,brown,False
B,1361,0,Male,33,217,brown,False
A,1362,0,Male,18,176,brown,False
C,1363,0,Male,32,163,blonde,False
D,1364,0,Male,78,168,brown,True
B,1365,0,Male,44,206,brown,False
C,1366,0,Male,43,156,blonde,False
A,1367,0,Male,24,178,brown,False
B,1368,0,Male,34,204,blonde,False
C,1369,0,Male,36,159,blonde,False
D,1370,0,Male,80,174,blonde,True
B,1371,0,Male,45,217,blonde,False
A,1372,0,Male,17,180,blonde,False
C,1373,0,Male,37,161,brown,False
D,1374,0,Male,75,168,blonde,True
D,1375,0,Male,79,176,blonde,True
B,1376,0,Male,33,214,brown,False
A,1377,0,Male,23,175,brown,False
C,1378,0,Male,39,157,brown,False
A,1379,0,Male,16,178,blonde,False
B,1380,0,Male,39,218,blonde,False
A,1381,0,Male,17,168,brown,False
C,1382,0,Male,35,159,blonde,False
D,1383,0,Male,78,174,blonde,True
